sqrt_radius,isPrime,mod4,factors,cc,cartesian,img_ops,size
614,false,,"[2, 307]","Complex[1 + 1im, 1 - 1im, 307 + 0im]",Complex[],Any[],"(0,)"
615,false,3,"[3, 5, 41]","Complex[3 + 0im, 2 + 1im, 2 - 1im, 4 + 5im, 4 - 5im]",Complex[],Any[],"(0,)"
616,false,,"[2, 2, 2, 7, 11]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 7 + 0im, 11 + 0im]","Complex[-14 + 14im, -22 - 22im, 4 + 0im, 154 + 0im]","Complex[-14 + 14im, -22 - 22im, 4 + 0im, 154 + 0im, -14 - 14im, 22 - 22im, 0 + 4im, 0 + 154im, 14 + 14im, -22 + 22im, 0 - 4im, 0 - 154im, 14 - 14im, 22 + 22im, -4 + 0im, -154 + 0im]","(16,)"
617,true,1,[617],"Complex[19 + 16im, 19 - 16im]","Complex[19 + 16im, 19 - 16im]","Complex[19 + 16im, 19 - 16im, -16 + 19im, 16 + 19im, 16 - 19im, -16 - 19im, -19 - 16im, -19 + 16im]","(8,)"
618,false,,"[2, 3, 103]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 103 + 0im]","Complex[3 + 3im, 103 - 103im, 2 + 0im, 309 + 0im]","Complex[3 + 3im, 103 - 103im, 2 + 0im, 309 + 0im, -3 + 3im, 103 + 103im, 0 + 2im, 0 + 309im, 3 - 3im, -103 - 103im, 0 - 2im, 0 - 309im, -3 - 3im, -103 + 103im, -2 + 0im, -309 + 0im]","(16,)"
619,true,3,[619],Complex[619 + 0im],Complex[619 + 0im],"Complex[619 + 0im, 0 + 619im, 0 - 619im, -619 + 0im]","(4,)"
620,false,,"[2, 2, 5, 31]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 31 + 0im]",Complex[],Any[],"(0,)"
621,false,1,"[3, 3, 3, 23]","Complex[3 + 0im, 3 + 0im, 3 + 0im, 23 + 0im]","Complex[9 + 0im, 69 + 0im]","Complex[9 + 0im, 69 + 0im, 0 + 9im, 0 + 69im, 0 - 9im, 0 - 69im, -9 + 0im, -69 + 0im]","(8,)"
622,false,,"[2, 311]","Complex[1 + 1im, 1 - 1im, 311 + 0im]",Complex[],Any[],"(0,)"
623,false,3,"[7, 89]","Complex[7 + 0im, 5 + 8im, 5 - 8im]",Complex[],Any[],"(0,)"
624,false,,"[2, 2, 2, 2, 3, 13]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 3 + 2im, 3 - 2im]",Complex[],Any[],"(0,)"
625,false,1,"[5, 5, 5, 5]","Complex[2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im]","Complex[-7 + 24im, -7 - 24im, 25 + 0im]","Complex[-7 + 24im, -7 - 24im, 25 + 0im, -24 - 7im, 24 - 7im, 0 + 25im, 24 + 7im, -24 + 7im, 0 - 25im, 7 - 24im, 7 + 24im, -25 + 0im]","(12,)"
626,false,,"[2, 313]","Complex[1 + 1im, 1 - 1im, 13 + 12im, 13 - 12im]","Complex[1 + 25im, 1 - 25im, 2 + 0im, 313 + 0im]","Complex[1 + 25im, 1 - 25im, 2 + 0im, 313 + 0im, -25 + 1im, 25 + 1im, 0 + 2im, 0 + 313im, 25 - 1im, -25 - 1im, 0 - 2im, 0 - 313im, -1 - 25im, -1 + 25im, -2 + 0im, -313 + 0im]","(16,)"
627,false,3,"[3, 11, 19]","Complex[3 + 0im, 11 + 0im, 19 + 0im]",Complex[],Any[],"(0,)"
628,false,,"[2, 2, 157]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 6 + 11im, 6 - 11im]","Complex[-22 + 12im, -22 - 12im, 2 + 2im, 157 - 157im]","Complex[-22 + 12im, -22 - 12im, 2 + 2im, 157 - 157im, -12 - 22im, 12 - 22im, -2 + 2im, 157 + 157im, 12 + 22im, -12 + 22im, 2 - 2im, -157 - 157im, 22 - 12im, 22 + 12im, -2 - 2im, -157 + 157im]","(16,)"
629,false,1,"[17, 37]","Complex[1 + 4im, 1 - 4im, 1 + 6im, 1 - 6im]","Complex[-23 + 10im, -23 - 10im, 17 + 0im, 37 + 0im]","Complex[-23 + 10im, -23 - 10im, 17 + 0im, 37 + 0im, -10 - 23im, 10 - 23im, 0 + 17im, 0 + 37im, 10 + 23im, -10 + 23im, 0 - 17im, 0 - 37im, 23 - 10im, 23 + 10im, -17 + 0im, -37 + 0im]","(16,)"
630,false,,"[2, 3, 3, 5, 7]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 2 + 1im, 2 - 1im, 7 + 0im]",Complex[],Any[],"(0,)"
631,true,3,[631],Complex[631 + 0im],Complex[631 + 0im],"Complex[631 + 0im, 0 + 631im, 0 - 631im, -631 + 0im]","(4,)"
632,false,,"[2, 2, 2, 79]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 79 + 0im]",Complex[],Any[],"(0,)"
633,false,1,"[3, 211]","Complex[3 + 0im, 211 + 0im]","Complex[3 + 0im, 211 + 0im]","Complex[3 + 0im, 211 + 0im, 0 + 3im, 0 + 211im, 0 - 3im, 0 - 211im, -3 + 0im, -211 + 0im]","(8,)"
634,false,,"[2, 317]","Complex[1 + 1im, 1 - 1im, 14 + 11im, 14 - 11im]","Complex[3 + 25im, 3 - 25im, 2 + 0im, 317 + 0im]","Complex[3 + 25im, 3 - 25im, 2 + 0im, 317 + 0im, -25 + 3im, 25 + 3im, 0 + 2im, 0 + 317im, 25 - 3im, -25 - 3im, 0 - 2im, 0 - 317im, -3 - 25im, -3 + 25im, -2 + 0im, -317 + 0im]","(16,)"
635,false,3,"[5, 127]","Complex[2 + 1im, 2 - 1im, 127 + 0im]",Complex[],Any[],"(0,)"
636,false,,"[2, 2, 3, 53]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 7 + 2im, 7 - 2im]",Complex[],Any[],"(0,)"
637,false,1,"[7, 7, 13]","Complex[7 + 0im, 7 + 0im, 3 + 2im, 3 - 2im]","Complex[21 + 14im, 21 - 14im, 49 + 0im, 13 + 0im]","Complex[21 + 14im, 21 - 14im, 49 + 0im, 13 + 0im, -14 + 21im, 14 + 21im, 0 + 49im, 0 + 13im, 14 - 21im, -14 - 21im, 0 - 49im, 0 - 13im, -21 - 14im, -21 + 14im, -49 + 0im, -13 + 0im]","(16,)"
638,false,,"[2, 11, 29]","Complex[1 + 1im, 1 - 1im, 11 + 0im, 2 + 5im, 2 - 5im]",Complex[],Any[],"(0,)"
639,false,3,"[3, 3, 71]","Complex[3 + 0im, 3 + 0im, 71 + 0im]",Complex[],Any[],"(0,)"
640,false,,"[2, 2, 2, 2, 2, 2, 2, 5]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im]","Complex[24 - 8im, 24 + 8im, 16 + 0im, 40 + 0im]","Complex[24 - 8im, 24 + 8im, 16 + 0im, 40 + 0im, 8 + 24im, -8 + 24im, 0 + 16im, 0 + 40im, -8 - 24im, 8 - 24im, 0 - 16im, 0 - 40im, -24 + 8im, -24 - 8im, -16 + 0im, -40 + 0im]","(16,)"
641,true,1,[641],"Complex[25 + 4im, 25 - 4im]","Complex[25 + 4im, 25 - 4im]","Complex[25 + 4im, 25 - 4im, -4 + 25im, 4 + 25im, 4 - 25im, -4 - 25im, -25 - 4im, -25 + 4im]","(8,)"
642,false,,"[2, 3, 107]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 107 + 0im]","Complex[3 + 3im, 107 - 107im, 2 + 0im, 321 + 0im]","Complex[3 + 3im, 107 - 107im, 2 + 0im, 321 + 0im, -3 + 3im, 107 + 107im, 0 + 2im, 0 + 321im, 3 - 3im, -107 - 107im, 0 - 2im, 0 - 321im, -3 - 3im, -107 + 107im, -2 + 0im, -321 + 0im]","(16,)"
643,true,3,[643],Complex[643 + 0im],Complex[643 + 0im],"Complex[643 + 0im, 0 + 643im, 0 - 643im, -643 + 0im]","(4,)"
644,false,,"[2, 2, 7, 23]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 7 + 0im, 23 + 0im]","Complex[0 + 14im, 0 - 46im, 2 + 2im, 161 - 161im]","Complex[0 + 14im, 0 - 46im, 2 + 2im, 161 - 161im, -14 + 0im, 46 + 0im, -2 + 2im, 161 + 161im, 14 + 0im, -46 + 0im, 2 - 2im, -161 - 161im, 0 - 14im, 0 + 46im, -2 - 2im, -161 + 161im]","(16,)"
645,false,1,"[3, 5, 43]","Complex[3 + 0im, 2 + 1im, 2 - 1im, 43 + 0im]","Complex[6 - 3im, 86 + 43im, 6 + 3im, 86 - 43im]","Complex[6 - 3im, 86 + 43im, 6 + 3im, 86 - 43im, 3 + 6im, -43 + 86im, -3 + 6im, 43 + 86im, -3 - 6im, 43 - 86im, 3 - 6im, -43 - 86im, -6 + 3im, -86 - 43im, -6 - 3im, -86 + 43im]","(16,)"
646,false,,"[2, 17, 19]","Complex[1 + 1im, 1 - 1im, 1 + 4im, 1 - 4im, 19 + 0im]",Complex[],Any[],"(0,)"
647,true,3,[647],Complex[647 + 0im],Complex[647 + 0im],"Complex[647 + 0im, 0 + 647im, 0 - 647im, -647 + 0im]","(4,)"
648,false,,"[2, 2, 2, 3, 3, 3, 3]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 3 + 0im, 3 + 0im]","Complex[-18 + 18im, -18 - 18im, 4 + 4im, 81 - 81im]","Complex[-18 + 18im, -18 - 18im, 4 + 4im, 81 - 81im, 18 - 18im, -4 + 4im, 81 + 81im, 18 + 18im, 4 - 4im, -81 - 81im, -4 - 4im, -81 + 81im]","(12,)"
649,false,1,"[11, 59]","Complex[11 + 0im, 59 + 0im]","Complex[11 + 0im, 59 + 0im]","Complex[11 + 0im, 59 + 0im, 0 + 11im, 0 + 59im, 0 - 11im, 0 - 59im, -11 + 0im, -59 + 0im]","(8,)"
650,false,,"[2, 5, 5, 13]","Complex[1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 3 + 2im, 3 - 2im]","Complex[-17 + 19im, -17 - 19im, 10 + 0im, 65 + 0im]","Complex[-17 + 19im, -17 - 19im, 10 + 0im, 65 + 0im, -19 - 17im, 19 - 17im, 0 + 10im, 0 + 65im, 19 + 17im, -19 + 17im, 0 - 10im, 0 - 65im, 17 - 19im, 17 + 19im, -10 + 0im, -65 + 0im]","(16,)"
651,false,3,"[3, 7, 31]","Complex[3 + 0im, 7 + 0im, 31 + 0im]",Complex[],Any[],"(0,)"
652,false,,"[2, 2, 163]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 163 + 0im]",Complex[],Any[],"(0,)"
653,true,1,[653],"Complex[13 + 22im, 13 - 22im]","Complex[13 + 22im, 13 - 22im]","Complex[13 + 22im, 13 - 22im, -22 + 13im, 22 + 13im, 22 - 13im, -22 - 13im, -13 - 22im, -13 + 22im]","(8,)"
654,false,,"[2, 3, 109]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 10im, 3 - 10im]",Complex[],Any[],"(0,)"
655,false,3,"[5, 131]","Complex[2 + 1im, 2 - 1im, 131 + 0im]",Complex[],Any[],"(0,)"
656,false,,"[2, 2, 2, 2, 41]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 4 + 5im, 4 - 5im]","Complex[-16 - 20im, -16 + 20im, 4 + 4im, 82 - 82im]","Complex[-16 - 20im, -16 + 20im, 4 + 4im, 82 - 82im, 20 - 16im, -20 - 16im, -4 + 4im, 82 + 82im, -20 + 16im, 20 + 16im, 4 - 4im, -82 - 82im, 16 + 20im, 16 - 20im, -4 - 4im, -82 + 82im]","(16,)"
657,false,1,"[3, 3, 73]","Complex[3 + 0im, 3 + 0im, 8 + 3im, 8 - 3im]","Complex[24 + 9im, 24 - 9im, 9 + 0im, 73 + 0im]","Complex[24 + 9im, 24 - 9im, 9 + 0im, 73 + 0im, -9 + 24im, 9 + 24im, 0 + 9im, 0 + 73im, 9 - 24im, -9 - 24im, 0 - 9im, 0 - 73im, -24 - 9im, -24 + 9im, -9 + 0im, -73 + 0im]","(16,)"
658,false,,"[2, 7, 47]","Complex[1 + 1im, 1 - 1im, 7 + 0im, 47 + 0im]","Complex[7 + 7im, 47 - 47im, 2 + 0im, 329 + 0im]","Complex[7 + 7im, 47 - 47im, 2 + 0im, 329 + 0im, -7 + 7im, 47 + 47im, 0 + 2im, 0 + 329im, 7 - 7im, -47 - 47im, 0 - 2im, 0 - 329im, -7 - 7im, -47 + 47im, -2 + 0im, -329 + 0im]","(16,)"
659,true,3,[659],Complex[659 + 0im],Complex[659 + 0im],"Complex[659 + 0im, 0 + 659im, 0 - 659im, -659 + 0im]","(4,)"
660,false,,"[2, 2, 3, 5, 11]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 2 + 1im, 2 - 1im, 11 + 0im]","Complex[6 + 12im, 22 - 44im, 4 + 0im, 165 + 0im]","Complex[6 + 12im, 22 - 44im, 4 + 0im, 165 + 0im, -12 + 6im, 44 + 22im, 0 + 4im, 0 + 165im, 12 - 6im, -44 - 22im, 0 - 4im, 0 - 165im, -6 - 12im, -22 + 44im, -4 + 0im, -165 + 0im]","(16,)"
661,true,1,[661],"Complex[25 + 6im, 25 - 6im]","Complex[25 + 6im, 25 - 6im]","Complex[25 + 6im, 25 - 6im, -6 + 25im, 6 + 25im, 6 - 25im, -6 - 25im, -25 - 6im, -25 + 6im]","(8,)"
662,false,,"[2, 331]","Complex[1 + 1im, 1 - 1im, 331 + 0im]",Complex[],Any[],"(0,)"
663,false,3,"[3, 13, 17]","Complex[3 + 0im, 3 + 2im, 3 - 2im, 1 + 4im, 1 - 4im]",Complex[],Any[],"(0,)"
664,false,,"[2, 2, 2, 83]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 83 + 0im]",Complex[],Any[],"(0,)"
665,false,1,"[5, 7, 19]","Complex[2 + 1im, 2 - 1im, 7 + 0im, 19 + 0im]","Complex[14 + 7im, 38 - 19im, 5 + 0im, 133 + 0im]","Complex[14 + 7im, 38 - 19im, 5 + 0im, 133 + 0im, -7 + 14im, 19 + 38im, 0 + 5im, 0 + 133im, 7 - 14im, -19 - 38im, 0 - 5im, 0 - 133im, -14 - 7im, -38 + 19im, -5 + 0im, -133 + 0im]","(16,)"
666,false,,"[2, 3, 3, 37]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 1 + 6im, 1 - 6im]","Complex[-15 + 21im, -15 - 21im, 6 + 0im, 111 + 0im]","Complex[-15 + 21im, -15 - 21im, 6 + 0im, 111 + 0im, -21 - 15im, 21 - 15im, 0 + 6im, 0 + 111im, 21 + 15im, -21 + 15im, 0 - 6im, 0 - 111im, 15 - 21im, 15 + 21im, -6 + 0im, -111 + 0im]","(16,)"
667,false,3,"[23, 29]","Complex[23 + 0im, 2 + 5im, 2 - 5im]",Complex[],Any[],"(0,)"
668,false,,"[2, 2, 167]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 167 + 0im]",Complex[],Any[],"(0,)"
669,false,1,"[3, 223]","Complex[3 + 0im, 223 + 0im]","Complex[3 + 0im, 223 + 0im]","Complex[3 + 0im, 223 + 0im, 0 + 3im, 0 + 223im, 0 - 3im, 0 - 223im, -3 + 0im, -223 + 0im]","(8,)"
670,false,,"[2, 5, 67]","Complex[1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 67 + 0im]",Complex[],Any[],"(0,)"
671,false,3,"[11, 61]","Complex[11 + 0im, 5 + 6im, 5 - 6im]",Complex[],Any[],"(0,)"
672,false,,"[2, 2, 2, 2, 2, 3, 7]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 7 + 0im]","Complex[-12 - 12im, -28 + 28im, 8 + 0im, 84 + 0im]","Complex[-12 - 12im, -28 + 28im, 8 + 0im, 84 + 0im, 12 - 12im, -28 - 28im, 0 + 8im, 0 + 84im, -12 + 12im, 28 + 28im, 0 - 8im, 0 - 84im, 12 + 12im, 28 - 28im, -8 + 0im, -84 + 0im]","(16,)"
673,true,1,[673],"Complex[23 + 12im, 23 - 12im]","Complex[23 + 12im, 23 - 12im]","Complex[23 + 12im, 23 - 12im, -12 + 23im, 12 + 23im, 12 - 23im, -12 - 23im, -23 - 12im, -23 + 12im]","(8,)"
674,false,,"[2, 337]","Complex[1 + 1im, 1 - 1im, 9 + 16im, 9 - 16im]","Complex[-7 + 25im, -7 - 25im, 2 + 0im, 337 + 0im]","Complex[-7 + 25im, -7 - 25im, 2 + 0im, 337 + 0im, -25 - 7im, 25 - 7im, 0 + 2im, 0 + 337im, 25 + 7im, -25 + 7im, 0 - 2im, 0 - 337im, 7 - 25im, 7 + 25im, -2 + 0im, -337 + 0im]","(16,)"
675,false,3,"[3, 3, 3, 5, 5]","Complex[3 + 0im, 3 + 0im, 3 + 0im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im]",Complex[],Any[],"(0,)"
676,false,,"[2, 2, 13, 13]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 2im, 3 - 2im, 3 + 2im, 3 - 2im]","Complex[-24 + 10im, -24 - 10im, 4 + 0im, 169 + 0im]","Complex[-24 + 10im, -24 - 10im, 4 + 0im, 169 + 0im, -10 - 24im, 10 - 24im, 0 + 4im, 0 + 169im, 10 + 24im, -10 + 24im, 0 - 4im, 0 - 169im, 24 - 10im, 24 + 10im, -4 + 0im, -169 + 0im]","(16,)"
677,true,1,[677],"Complex[26 + 1im, 26 - 1im]","Complex[26 + 1im, 26 - 1im]","Complex[26 + 1im, 26 - 1im, -1 + 26im, 1 + 26im, 1 - 26im, -1 - 26im, -26 - 1im, -26 + 1im]","(8,)"
678,false,,"[2, 3, 113]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 8 + 7im, 8 - 7im]",Complex[],Any[],"(0,)"
679,false,3,"[7, 97]","Complex[7 + 0im, 4 + 9im, 4 - 9im]",Complex[],Any[],"(0,)"
680,false,,"[2, 2, 2, 5, 17]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 1 + 4im, 1 - 4im]","Complex[-14 - 22im, -14 + 22im, 4 + 4im, 85 - 85im]","Complex[-14 - 22im, -14 + 22im, 4 + 4im, 85 - 85im, 22 - 14im, -22 - 14im, -4 + 4im, 85 + 85im, -22 + 14im, 22 + 14im, 4 - 4im, -85 - 85im, 14 + 22im, 14 - 22im, -4 - 4im, -85 + 85im]","(16,)"
681,false,1,"[3, 227]","Complex[3 + 0im, 227 + 0im]","Complex[3 + 0im, 227 + 0im]","Complex[3 + 0im, 227 + 0im, 0 + 3im, 0 + 227im, 0 - 3im, 0 - 227im, -3 + 0im, -227 + 0im]","(8,)"
682,false,,"[2, 11, 31]","Complex[1 + 1im, 1 - 1im, 11 + 0im, 31 + 0im]","Complex[11 + 11im, 31 - 31im, 2 + 0im, 341 + 0im]","Complex[11 + 11im, 31 - 31im, 2 + 0im, 341 + 0im, -11 + 11im, 31 + 31im, 0 + 2im, 0 + 341im, 11 - 11im, -31 - 31im, 0 - 2im, 0 - 341im, -11 - 11im, -31 + 31im, -2 + 0im, -341 + 0im]","(16,)"
683,true,3,[683],Complex[683 + 0im],Complex[683 + 0im],"Complex[683 + 0im, 0 + 683im, 0 - 683im, -683 + 0im]","(4,)"
684,false,,"[2, 2, 3, 3, 19]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 19 + 0im]",Complex[],Any[],"(0,)"
685,false,1,"[5, 137]","Complex[2 + 1im, 2 - 1im, 4 + 11im, 4 - 11im]","Complex[-3 + 26im, -3 - 26im, 5 + 0im, 137 + 0im]","Complex[-3 + 26im, -3 - 26im, 5 + 0im, 137 + 0im, -26 - 3im, 26 - 3im, 0 + 5im, 0 + 137im, 26 + 3im, -26 + 3im, 0 - 5im, 0 - 137im, 3 - 26im, 3 + 26im, -5 + 0im, -137 + 0im]","(16,)"
686,false,,"[2, 7, 7, 7]","Complex[1 + 1im, 1 - 1im, 7 + 0im, 7 + 0im, 7 + 0im]",Complex[],Any[],"(0,)"
687,false,3,"[3, 229]","Complex[3 + 0im, 15 + 2im, 15 - 2im]",Complex[],Any[],"(0,)"
688,false,,"[2, 2, 2, 2, 43]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 43 + 0im]",Complex[],Any[],"(0,)"
689,false,1,"[13, 53]","Complex[3 + 2im, 3 - 2im, 7 + 2im, 7 - 2im]","Complex[17 + 20im, 17 - 20im, 13 + 0im, 53 + 0im]","Complex[17 + 20im, 17 - 20im, 13 + 0im, 53 + 0im, -20 + 17im, 20 + 17im, 0 + 13im, 0 + 53im, 20 - 17im, -20 - 17im, 0 - 13im, 0 - 53im, -17 - 20im, -17 + 20im, -13 + 0im, -53 + 0im]","(16,)"
690,false,,"[2, 3, 5, 23]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 2 + 1im, 2 - 1im, 23 + 0im]","Complex[9 + 3im, 69 - 23im, 6 + 0im, 115 + 0im]","Complex[9 + 3im, 69 - 23im, 6 + 0im, 115 + 0im, -3 + 9im, 23 + 69im, 0 + 6im, 0 + 115im, 3 - 9im, -23 - 69im, 0 - 6im, 0 - 115im, -9 - 3im, -69 + 23im, -6 + 0im, -115 + 0im]","(16,)"
691,true,3,[691],Complex[691 + 0im],Complex[691 + 0im],"Complex[691 + 0im, 0 + 691im, 0 - 691im, -691 + 0im]","(4,)"
692,false,,"[2, 2, 173]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 13im, 2 - 13im]","Complex[-26 + 4im, -26 - 4im, 2 + 2im, 173 - 173im]","Complex[-26 + 4im, -26 - 4im, 2 + 2im, 173 - 173im, -4 - 26im, 4 - 26im, -2 + 2im, 173 + 173im, 4 + 26im, -4 + 26im, 2 - 2im, -173 - 173im, 26 - 4im, 26 + 4im, -2 - 2im, -173 + 173im]","(16,)"
693,false,1,"[3, 3, 7, 11]","Complex[3 + 0im, 3 + 0im, 7 + 0im, 11 + 0im]","Complex[21 + 0im, 33 + 0im, 9 + 0im, 77 + 0im]","Complex[21 + 0im, 33 + 0im, 9 + 0im, 77 + 0im, 0 + 21im, 0 + 33im, 0 + 9im, 0 + 77im, 0 - 21im, 0 - 33im, 0 - 9im, 0 - 77im, -21 + 0im, -33 + 0im, -9 + 0im, -77 + 0im]","(16,)"
694,false,,"[2, 347]","Complex[1 + 1im, 1 - 1im, 347 + 0im]",Complex[],Any[],"(0,)"
695,false,3,"[5, 139]","Complex[2 + 1im, 2 - 1im, 139 + 0im]",Complex[],Any[],"(0,)"
696,false,,"[2, 2, 2, 3, 29]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 2 + 5im, 2 - 5im]",Complex[],Any[],"(0,)"
697,false,1,"[17, 41]","Complex[1 + 4im, 1 - 4im, 4 + 5im, 4 - 5im]","Complex[-16 + 21im, -16 - 21im, 17 + 0im, 41 + 0im]","Complex[-16 + 21im, -16 - 21im, 17 + 0im, 41 + 0im, -21 - 16im, 21 - 16im, 0 + 17im, 0 + 41im, 21 + 16im, -21 + 16im, 0 - 17im, 0 - 41im, 16 - 21im, 16 + 21im, -17 + 0im, -41 + 0im]","(16,)"
698,false,,"[2, 349]","Complex[1 + 1im, 1 - 1im, 18 + 5im, 18 - 5im]","Complex[13 + 23im, 13 - 23im, 2 + 0im, 349 + 0im]","Complex[13 + 23im, 13 - 23im, 2 + 0im, 349 + 0im, -23 + 13im, 23 + 13im, 0 + 2im, 0 + 349im, 23 - 13im, -23 - 13im, 0 - 2im, 0 - 349im, -13 - 23im, -13 + 23im, -2 + 0im, -349 + 0im]","(16,)"
699,false,3,"[3, 233]","Complex[3 + 0im, 8 + 13im, 8 - 13im]",Complex[],Any[],"(0,)"
700,false,,"[2, 2, 5, 5, 7]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 2 + 1im, 2 - 1im, 7 + 0im]",Complex[],Any[],"(0,)"
701,true,1,[701],"Complex[26 + 5im, 26 - 5im]","Complex[26 + 5im, 26 - 5im]","Complex[26 + 5im, 26 - 5im, -5 + 26im, 5 + 26im, 5 - 26im, -5 - 26im, -26 - 5im, -26 + 5im]","(8,)"
702,false,,"[2, 3, 3, 3, 13]","Complex[1 + 1im, 1 - 1im, 3 + 0im, 3 + 0im, 3 + 0im, 3 + 2im, 3 - 2im]",Complex[],Any[],"(0,)"
703,false,3,"[19, 37]","Complex[19 + 0im, 1 + 6im, 1 - 6im]",Complex[],Any[],"(0,)"
704,false,,"[2, 2, 2, 2, 2, 2, 11]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 11 + 0im]",Complex[],Any[],"(0,)"
705,false,1,"[3, 5, 47]","Complex[3 + 0im, 2 + 1im, 2 - 1im, 47 + 0im]","Complex[6 - 3im, 94 + 47im, 6 + 3im, 94 - 47im]","Complex[6 - 3im, 94 + 47im, 6 + 3im, 94 - 47im, 3 + 6im, -47 + 94im, -3 + 6im, 47 + 94im, -3 - 6im, 47 - 94im, 3 - 6im, -47 - 94im, -6 + 3im, -94 - 47im, -6 - 3im, -94 + 47im]","(16,)"
706,false,,"[2, 353]","Complex[1 + 1im, 1 - 1im, 17 + 8im, 17 - 8im]","Complex[9 + 25im, 9 - 25im, 2 + 0im, 353 + 0im]","Complex[9 + 25im, 9 - 25im, 2 + 0im, 353 + 0im, -25 + 9im, 25 + 9im, 0 + 2im, 0 + 353im, 25 - 9im, -25 - 9im, 0 - 2im, 0 - 353im, -9 - 25im, -9 + 25im, -2 + 0im, -353 + 0im]","(16,)"
707,false,3,"[7, 101]","Complex[7 + 0im, 10 + 1im, 10 - 1im]",Complex[],Any[],"(0,)"
708,false,,"[2, 2, 3, 59]","Complex[1 + 1im, 1 - 1im, 1 + 1im, 1 - 1im, 3 + 0im, 59 + 0im]","Complex[0 + 6im, 0 - 118im, 2 + 2im, 177 - 177im]","Complex[0 + 6im, 0 - 118im, 2 + 2im, 177 - 177im, -6 + 0im, 118 + 0im, -2 + 2im, 177 + 177im, 6 + 0im, -118 + 0im, 2 - 2im, -177 - 177im, 0 - 6im, 0 + 118im, -2 - 2im, -177 + 177im]","(16,)"
709,true,1,[709],"Complex[22 + 15im, 22 - 15im]","Complex[22 + 15im, 22 - 15im]","Complex[22 + 15im, 22 - 15im, -15 + 22im, 15 + 22im, 15 - 22im, -15 - 22im, -22 - 15im, -22 + 15im]","(8,)"
710,false,,"[2, 5, 71]","Complex[1 + 1im, 1 - 1im, 2 + 1im, 2 - 1im, 71 + 0im]",Complex[],Any[],"(0,)"
